dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,popData2018
2/8/2020,2,8,2020,238,8,Italy,IT,ITA,60359546,Europe,60359546
1/8/2020,1,8,2020,295,5,Italy,IT,ITA,60359546,Europe,60359546
31/7/2020,31,7,2020,379,9,Italy,IT,ITA,60359546,Europe,60359546
30/7/2020,30,7,2020,382,3,Italy,IT,ITA,60359546,Europe,60359546
29/7/2020,29,7,2020,289,6,Italy,IT,ITA,60359546,Europe,60359546
28/7/2020,28,7,2020,181,11,Italy,IT,ITA,60359546,Europe,60359546
27/7/2020,27,7,2020,170,5,Italy,IT,ITA,60359546,Europe,60359546
26/7/2020,26,7,2020,252,5,Italy,IT,ITA,60359546,Europe,60359546
25/7/2020,25,7,2020,273,5,Italy,IT,ITA,60359546,Europe,60359546
24/7/2020,24,7,2020,252,5,Italy,IT,ITA,60359546,Europe,60359546
23/7/2020,23,7,2020,306,10,Italy,IT,ITA,60359546,Europe,60359546
22/7/2020,22,7,2020,280,9,Italy,IT,ITA,60359546,Europe,60359546
21/7/2020,21,7,2020,128,15,Italy,IT,ITA,60359546,Europe,60359546
20/7/2020,20,7,2020,190,13,Italy,IT,ITA,60359546,Europe,60359546
19/7/2020,19,7,2020,218,3,Italy,IT,ITA,60359546,Europe,60359546
18/7/2020,18,7,2020,249,14,Italy,IT,ITA,60359546,Europe,60359546
17/7/2020,17,7,2020,231,11,Italy,IT,ITA,60359546,Europe,60359546
16/7/2020,16,7,2020,230,20,Italy,IT,ITA,60359546,Europe,60359546
15/7/2020,15,7,2020,162,13,Italy,IT,ITA,60359546,Europe,60359546
14/7/2020,14,7,2020,114,17,Italy,IT,ITA,60359546,Europe,60359546
13/7/2020,13,7,2020,169,13,Italy,IT,ITA,60359546,Europe,60359546
12/7/2020,12,7,2020,234,9,Italy,IT,ITA,60359546,Europe,60359546
11/7/2020,11,7,2020,188,7,Italy,IT,ITA,60359546,Europe,60359546
10/7/2020,10,7,2020,276,12,Italy,IT,ITA,60359546,Europe,60359546
9/7/2020,9,7,2020,214,12,Italy,IT,ITA,60359546,Europe,60359546
8/7/2020,8,7,2020,193,15,Italy,IT,ITA,60359546,Europe,60359546
7/7/2020,7,7,2020,137,30,Italy,IT,ITA,60359546,Europe,60359546
6/7/2020,6,7,2020,208,8,Italy,IT,ITA,60359546,Europe,60359546
5/7/2020,5,7,2020,192,7,Italy,IT,ITA,60359546,Europe,60359546
4/7/2020,4,7,2020,235,21,Italy,IT,ITA,60359546,Europe,60359546
3/7/2020,3,7,2020,223,15,Italy,IT,ITA,60359546,Europe,60359546
2/7/2020,2,7,2020,201,30,Italy,IT,ITA,60359546,Europe,60359546
1/7/2020,1,7,2020,182,21,Italy,IT,ITA,60359546,Europe,60359546
30/6/2020,30,6,2020,142,23,Italy,IT,ITA,60359546,Europe,60359546
29/6/2020,29,6,2020,126,6,Italy,IT,ITA,60359546,Europe,60359546
28/6/2020,28,6,2020,174,22,Italy,IT,ITA,60359546,Europe,60359546
27/6/2020,27,6,2020,175,8,Italy,IT,ITA,60359546,Europe,60359546
26/6/2020,26,6,2020,255,30,Italy,IT,ITA,60359546,Europe,60359546
25/6/2020,25,6,2020,296,34,Italy,IT,ITA,60359546,Europe,60359546
24/6/2020,24,6,2020,190,30,Italy,IT,ITA,60359546,Europe,60359546
23/6/2020,23,6,2020,113,18,Italy,IT,ITA,60359546,Europe,60359546
22/6/2020,22,6,2020,221,23,Italy,IT,ITA,60359546,Europe,60359546
21/6/2020,21,6,2020,224,24,Italy,IT,ITA,60359546,Europe,60359546
20/6/2020,20,6,2020,264,49,Italy,IT,ITA,60359546,Europe,60359546
19/6/2020,19,6,2020,251,47,Italy,IT,ITA,60359546,Europe,60359546
18/6/2020,18,6,2020,332,66,Italy,IT,ITA,60359546,Europe,60359546
17/6/2020,17,6,2020,329,43,Italy,IT,ITA,60359546,Europe,60359546
16/6/2020,16,6,2020,210,34,Italy,IT,ITA,60359546,Europe,60359546
15/6/2020,15,6,2020,301,26,Italy,IT,ITA,60359546,Europe,60359546
14/6/2020,14,6,2020,337,44,Italy,IT,ITA,60359546,Europe,60359546
13/6/2020,13,6,2020,347,78,Italy,IT,ITA,60359546,Europe,60359546
12/6/2020,12,6,2020,163,56,Italy,IT,ITA,60359546,Europe,60359546
11/6/2020,11,6,2020,380,53,Italy,IT,ITA,60359546,Europe,60359546
10/6/2020,10,6,2020,202,71,Italy,IT,ITA,60359546,Europe,60359546
9/6/2020,9,6,2020,283,79,Italy,IT,ITA,60359546,Europe,60359546
8/6/2020,8,6,2020,280,65,Italy,IT,ITA,60359546,Europe,60359546
7/6/2020,7,6,2020,197,53,Italy,IT,ITA,60359546,Europe,60359546
6/6/2020,6,6,2020,270,72,Italy,IT,ITA,60359546,Europe,60359546
5/6/2020,5,6,2020,519,85,Italy,IT,ITA,60359546,Europe,60359546
4/6/2020,4,6,2020,177,88,Italy,IT,ITA,60359546,Europe,60359546
3/6/2020,3,6,2020,322,71,Italy,IT,ITA,60359546,Europe,60359546
2/6/2020,2,6,2020,319,55,Italy,IT,ITA,60359546,Europe,60359546
1/6/2020,1,6,2020,200,60,Italy,IT,ITA,60359546,Europe,60359546
31/5/2020,31,5,2020,334,75,Italy,IT,ITA,60359546,Europe,60359546
30/5/2020,30,5,2020,417,112,Italy,IT,ITA,60359546,Europe,60359546
29/5/2020,29,5,2020,517,87,Italy,IT,ITA,60359546,Europe,60359546
28/5/2020,28,5,2020,594,70,Italy,IT,ITA,60359546,Europe,60359546
27/5/2020,27,5,2020,585,118,Italy,IT,ITA,60359546,Europe,60359546
26/5/2020,26,5,2020,397,78,Italy,IT,ITA,60359546,Europe,60359546
25/5/2020,25,5,2020,300,92,Italy,IT,ITA,60359546,Europe,60359546
24/5/2020,24,5,2020,532,50,Italy,IT,ITA,60359546,Europe,60359546
23/5/2020,23,5,2020,670,120,Italy,IT,ITA,60359546,Europe,60359546
22/5/2020,22,5,2020,653,131,Italy,IT,ITA,60359546,Europe,60359546
21/5/2020,21,5,2020,643,157,Italy,IT,ITA,60359546,Europe,60359546
20/5/2020,20,5,2020,665,162,Italy,IT,ITA,60359546,Europe,60359546
19/5/2020,19,5,2020,813,163,Italy,IT,ITA,60359546,Europe,60359546
18/5/2020,18,5,2020,451,99,Italy,IT,ITA,60359546,Europe,60359546
17/5/2020,17,5,2020,675,146,Italy,IT,ITA,60359546,Europe,60359546
16/5/2020,16,5,2020,875,154,Italy,IT,ITA,60359546,Europe,60359546
15/5/2020,15,5,2020,789,243,Italy,IT,ITA,60359546,Europe,60359546
14/5/2020,14,5,2020,993,263,Italy,IT,ITA,60359546,Europe,60359546
13/5/2020,13,5,2020,888,196,Italy,IT,ITA,60359546,Europe,60359546
12/5/2020,12,5,2020,1403,173,Italy,IT,ITA,60359546,Europe,60359546
11/5/2020,11,5,2020,745,180,Italy,IT,ITA,60359546,Europe,60359546
10/5/2020,10,5,2020,802,166,Italy,IT,ITA,60359546,Europe,60359546
9/5/2020,9,5,2020,1083,195,Italy,IT,ITA,60359546,Europe,60359546
8/5/2020,8,5,2020,1328,244,Italy,IT,ITA,60359546,Europe,60359546
7/5/2020,7,5,2020,1402,275,Italy,IT,ITA,60359546,Europe,60359546
6/5/2020,6,5,2020,1445,370,Italy,IT,ITA,60359546,Europe,60359546
5/5/2020,5,5,2020,1075,237,Italy,IT,ITA,60359546,Europe,60359546
4/5/2020,4,5,2020,1222,196,Italy,IT,ITA,60359546,Europe,60359546
3/5/2020,3,5,2020,1389,175,Italy,IT,ITA,60359546,Europe,60359546
2/5/2020,2,5,2020,1900,475,Italy,IT,ITA,60359546,Europe,60359546
1/5/2020,1,5,2020,1966,270,Italy,IT,ITA,60359546,Europe,60359546
30/4/2020,30,4,2020,1872,285,Italy,IT,ITA,60359546,Europe,60359546
29/4/2020,29,4,2020,2086,323,Italy,IT,ITA,60359546,Europe,60359546
28/4/2020,28,4,2020,2092,383,Italy,IT,ITA,60359546,Europe,60359546
27/4/2020,27,4,2020,1738,334,Italy,IT,ITA,60359546,Europe,60359546
26/4/2020,26,4,2020,2325,261,Italy,IT,ITA,60359546,Europe,60359546
25/4/2020,25,4,2020,2357,416,Italy,IT,ITA,60359546,Europe,60359546
24/4/2020,24,4,2020,3022,421,Italy,IT,ITA,60359546,Europe,60359546
23/4/2020,23,4,2020,2644,465,Italy,IT,ITA,60359546,Europe,60359546
22/4/2020,22,4,2020,3370,438,Italy,IT,ITA,60359546,Europe,60359546
21/4/2020,21,4,2020,2727,535,Italy,IT,ITA,60359546,Europe,60359546
20/4/2020,20,4,2020,2251,455,Italy,IT,ITA,60359546,Europe,60359546
19/4/2020,19,4,2020,3047,434,Italy,IT,ITA,60359546,Europe,60359546
18/4/2020,18,4,2020,3492,483,Italy,IT,ITA,60359546,Europe,60359546
17/4/2020,17,4,2020,3494,566,Italy,IT,ITA,60359546,Europe,60359546
16/4/2020,16,4,2020,3787,526,Italy,IT,ITA,60359546,Europe,60359546
15/4/2020,15,4,2020,2666,580,Italy,IT,ITA,60359546,Europe,60359546
14/4/2020,14,4,2020,2973,604,Italy,IT,ITA,60359546,Europe,60359546
13/4/2020,13,4,2020,3153,568,Italy,IT,ITA,60359546,Europe,60359546
12/4/2020,12,4,2020,4094,432,Italy,IT,ITA,60359546,Europe,60359546
11/4/2020,11,4,2020,4697,621,Italy,IT,ITA,60359546,Europe,60359546
10/4/2020,10,4,2020,3950,572,Italy,IT,ITA,60359546,Europe,60359546
9/4/2020,9,4,2020,4204,612,Italy,IT,ITA,60359546,Europe,60359546
8/4/2020,8,4,2020,3834,543,Italy,IT,ITA,60359546,Europe,60359546
7/4/2020,7,4,2020,3037,606,Italy,IT,ITA,60359546,Europe,60359546
6/4/2020,6,4,2020,3599,638,Italy,IT,ITA,60359546,Europe,60359546
5/4/2020,5,4,2020,4318,526,Italy,IT,ITA,60359546,Europe,60359546
4/4/2020,4,4,2020,4807,683,Italy,IT,ITA,60359546,Europe,60359546
3/4/2020,3,4,2020,4585,769,Italy,IT,ITA,60359546,Europe,60359546
2/4/2020,2,4,2020,4669,762,Italy,IT,ITA,60359546,Europe,60359546
1/4/2020,1,4,2020,4783,729,Italy,IT,ITA,60359546,Europe,60359546
31/3/2020,31,3,2020,4053,840,Italy,IT,ITA,60359546,Europe,60359546
30/3/2020,30,3,2020,4047,815,Italy,IT,ITA,60359546,Europe,60359546
29/3/2020,29,3,2020,5215,758,Italy,IT,ITA,60359546,Europe,60359546
28/3/2020,28,3,2020,5973,891,Italy,IT,ITA,60359546,Europe,60359546
27/3/2020,27,3,2020,5907,921,Italy,IT,ITA,60359546,Europe,60359546
26/3/2020,26,3,2020,6202,714,Italy,IT,ITA,60359546,Europe,60359546
25/3/2020,25,3,2020,5198,685,Italy,IT,ITA,60359546,Europe,60359546
24/3/2020,24,3,2020,5240,745,Italy,IT,ITA,60359546,Europe,60359546
23/3/2020,23,3,2020,4783,603,Italy,IT,ITA,60359546,Europe,60359546
22/3/2020,22,3,2020,5560,653,Italy,IT,ITA,60359546,Europe,60359546
21/3/2020,21,3,2020,6554,796,Italy,IT,ITA,60359546,Europe,60359546
20/3/2020,20,3,2020,5988,629,Italy,IT,ITA,60359546,Europe,60359546
19/3/2020,19,3,2020,5324,428,Italy,IT,ITA,60359546,Europe,60359546
18/3/2020,18,3,2020,4208,476,Italy,IT,ITA,60359546,Europe,60359546
17/3/2020,17,3,2020,3527,346,Italy,IT,ITA,60359546,Europe,60359546
16/3/2020,16,3,2020,3235,350,Italy,IT,ITA,60359546,Europe,60359546
15/3/2020,15,3,2020,3593,369,Italy,IT,ITA,60359546,Europe,60359546
14/3/2020,14,3,2020,3499,176,Italy,IT,ITA,60359546,Europe,60359546
13/3/2020,13,3,2020,2548,251,Italy,IT,ITA,60359546,Europe,60359546
12/3/2020,12,3,2020,2653,190,Italy,IT,ITA,60359546,Europe,60359546
11/3/2020,11,3,2020,2313,197,Italy,IT,ITA,60359546,Europe,60359546
10/3/2020,10,3,2020,977,169,Italy,IT,ITA,60359546,Europe,60359546
9/3/2020,9,3,2020,1799,97,Italy,IT,ITA,60359546,Europe,60359546
8/3/2020,8,3,2020,1494,134,Italy,IT,ITA,60359546,Europe,60359546
7/3/2020,7,3,2020,1247,36,Italy,IT,ITA,60359546,Europe,60359546
6/3/2020,6,3,2020,778,49,Italy,IT,ITA,60359546,Europe,60359546
5/3/2020,5,3,2020,769,41,Italy,IT,ITA,60359546,Europe,60359546
4/3/2020,4,3,2020,588,28,Italy,IT,ITA,60359546,Europe,60359546
3/3/2020,3,3,2020,466,27,Italy,IT,ITA,60359546,Europe,60359546
2/3/2020,2,3,2020,336,11,Italy,IT,ITA,60359546,Europe,60359546
1/3/2020,1,3,2020,574,12,Italy,IT,ITA,60359546,Europe,60359546
29/2/2020,29,2,2020,239,8,Italy,IT,ITA,60359546,Europe,60359546
28/2/2020,28,2,2020,234,4,Italy,IT,ITA,60359546,Europe,60359546
27/2/2020,27,2,2020,185,5,Italy,IT,ITA,60359546,Europe,60359546
26/2/2020,26,2,2020,147,1,Italy,IT,ITA,60359546,Europe,60359546
25/2/2020,25,2,2020,94,4,Italy,IT,ITA,60359546,Europe,60359546
24/2/2020,24,2,2020,72,4,Italy,IT,ITA,60359546,Europe,60359546
23/2/2020,23,2,2020,78,1,Italy,IT,ITA,60359546,Europe,60359546
22/2/2020,22,2,2020,58,1,Italy,IT,ITA,60359546,Europe,60359546
21/2/2020,21,2,2020,17,1,Italy,IT,ITA,60359546,Europe,60359546
20/2/2020,20,2,2020,1,0,Italy,IT,ITA,60359546,Europe,60359546
19/2/2020,19,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
18/2/2020,18,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
17/2/2020,17,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
16/2/2020,16,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
15/2/2020,15,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
14/2/2020,14,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
13/2/2020,13,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
12/2/2020,12,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
11/2/2020,11,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
10/2/2020,10,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
9/2/2020,9,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
8/2/2020,8,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
7/2/2020,7,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
6/2/2020,6,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
5/2/2020,5,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
4/2/2020,4,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
3/2/2020,3,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
2/2/2020,2,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
1/2/2020,1,2,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
31/1/2020,31,1,2020,3,0,Italy,IT,ITA,60359546,Europe,60359546
30/1/2020,30,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
29/1/2020,29,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
28/1/2020,28,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
27/1/2020,27,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
26/1/2020,26,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
25/1/2020,25,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
24/1/2020,24,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
23/1/2020,23,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
22/1/2020,22,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
21/1/2020,21,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
20/1/2020,20,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
19/1/2020,19,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
18/1/2020,18,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
17/1/2020,17,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
16/1/2020,16,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
15/1/2020,15,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
14/1/2020,14,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
13/1/2020,13,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
12/1/2020,12,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
11/1/2020,11,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
10/1/2020,10,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
9/1/2020,9,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
8/1/2020,8,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
7/1/2020,7,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
6/1/2020,6,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
5/1/2020,5,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
4/1/2020,4,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
3/1/2020,3,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
2/1/2020,2,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
1/1/2020,1,1,2020,0,0,Italy,IT,ITA,60359546,Europe,60359546
31/12/2019,31,12,2019,0,0,Italy,IT,ITA,60359546,Europe,60359546
2/12/2020,2,12,2020,4921,66,Netherlands,NL,NLD,17282163,Europe,17282163
1/12/2020,1,12,2020,4045,62,Netherlands,NL,NLD,17282163,Europe,17282163
30/11/2020,30,11,2020,4568,27,Netherlands,NL,NLD,17282163,Europe,17282163
29/11/2020,29,11,2020,5585,23,Netherlands,NL,NLD,17282163,Europe,17282163
28/11/2020,28,11,2020,4459,59,Netherlands,NL,NLD,17282163,Europe,17282163
27/11/2020,27,11,2020,5743,83,Netherlands,NL,NLD,17282163,Europe,17282163
26/11/2020,26,11,2020,4470,75,Netherlands,NL,NLD,17282163,Europe,17282163
25/11/2020,25,11,2020,4909,74,Netherlands,NL,NLD,17282163,Europe,17282163
24/11/2020,24,11,2020,3926,90,Netherlands,NL,NLD,17282163,Europe,17282163
23/11/2020,23,11,2020,5170,54,Netherlands,NL,NLD,17282163,Europe,17282163
22/11/2020,22,11,2020,5388,21,Netherlands,NL,NLD,17282163,Europe,17282163
21/11/2020,21,11,2020,6070,48,Netherlands,NL,NLD,17282163,Europe,17282163
20/11/2020,20,11,2020,5933,51,Netherlands,NL,NLD,17282163,Europe,17282163
19/11/2020,19,11,2020,5645,73,Netherlands,NL,NLD,17282163,Europe,17282163
18/11/2020,18,11,2020,4609,82,Netherlands,NL,NLD,17282163,Europe,17282163
17/11/2020,17,11,2020,4302,86,Netherlands,NL,NLD,17282163,Europe,17282163
16/11/2020,16,11,2020,4830,44,Netherlands,NL,NLD,17282163,Europe,17282163
15/11/2020,15,11,2020,5413,43,Netherlands,NL,NLD,17282163,Europe,17282163
14/11/2020,14,11,2020,5914,85,Netherlands,NL,NLD,17282163,Europe,17282163
13/11/2020,13,11,2020,6091,54,Netherlands,NL,NLD,17282163,Europe,17282163
12/11/2020,12,11,2020,5634,89,Netherlands,NL,NLD,17282163,Europe,17282163
11/11/2020,11,11,2020,5407,74,Netherlands,NL,NLD,17282163,Europe,17282163
10/11/2020,10,11,2020,4667,98,Netherlands,NL,NLD,17282163,Europe,17282163
9/11/2020,9,11,2020,4680,39,Netherlands,NL,NLD,17282163,Europe,17282163
8/11/2020,8,11,2020,5664,44,Netherlands,NL,NLD,17282163,Europe,17282163
7/11/2020,7,11,2020,6671,73,Netherlands,NL,NLD,17282163,Europe,17282163
6/11/2020,6,11,2020,7242,118,Netherlands,NL,NLD,17282163,Europe,17282163
5/11/2020,5,11,2020,6965,87,Netherlands,NL,NLD,17282163,Europe,17282163
4/11/2020,4,11,2020,7633,106,Netherlands,NL,NLD,17282163,Europe,17282163
3/11/2020,3,11,2020,7743,113,Netherlands,NL,NLD,17282163,Europe,17282163
2/11/2020,2,11,2020,8286,29,Netherlands,NL,NLD,17282163,Europe,17282163
1/11/2020,1,11,2020,8683,39,Netherlands,NL,NLD,17282163,Europe,17282163
31/10/2020,31,10,2020,9804,50,Netherlands,NL,NLD,17282163,Europe,17282163
30/10/2020,30,10,2020,11119,87,Netherlands,NL,NLD,17282163,Europe,17282163
29/10/2020,29,10,2020,10264,56,Netherlands,NL,NLD,17282163,Europe,17282163
28/10/2020,28,10,2020,8102,60,Netherlands,NL,NLD,17282163,Europe,17282163
27/10/2020,27,10,2020,10292,70,Netherlands,NL,NLD,17282163,Europe,17282163
26/10/2020,26,10,2020,10343,26,Netherlands,NL,NLD,17282163,Europe,17282163
25/10/2020,25,10,2020,10202,27,Netherlands,NL,NLD,17282163,Europe,17282163
24/10/2020,24,10,2020,8651,55,Netherlands,NL,NLD,17282163,Europe,17282163
23/10/2020,23,10,2020,9996,45,Netherlands,NL,NLD,17282163,Europe,17282163
22/10/2020,22,10,2020,9271,46,Netherlands,NL,NLD,17282163,Europe,17282163
21/10/2020,21,10,2020,8743,59,Netherlands,NL,NLD,17282163,Europe,17282163
20/10/2020,20,10,2020,8165,46,Netherlands,NL,NLD,17282163,Europe,17282163
19/10/2020,19,10,2020,7992,17,Netherlands,NL,NLD,17282163,Europe,17282163
18/10/2020,18,10,2020,8182,14,Netherlands,NL,NLD,17282163,Europe,17282163
17/10/2020,17,10,2020,8114,29,Netherlands,NL,NLD,17282163,Europe,17282163
16/10/2020,16,10,2020,7984,16,Netherlands,NL,NLD,17282163,Europe,17282163
15/10/2020,15,10,2020,7791,29,Netherlands,NL,NLD,17282163,Europe,17282163
14/10/2020,14,10,2020,7287,32,Netherlands,NL,NLD,17282163,Europe,17282163
13/10/2020,13,10,2020,7378,35,Netherlands,NL,NLD,17282163,Europe,17282163
12/10/2020,12,10,2020,6845,12,Netherlands,NL,NLD,17282163,Europe,17282163
11/10/2020,11,10,2020,6373,17,Netherlands,NL,NLD,17282163,Europe,17282163
10/10/2020,10,10,2020,6499,23,Netherlands,NL,NLD,17282163,Europe,17282163
9/10/2020,9,10,2020,5971,13,Netherlands,NL,NLD,17282163,Europe,17282163
8/10/2020,8,10,2020,5822,13,Netherlands,NL,NLD,17282163,Europe,17282163
7/10/2020,7,10,2020,4989,36,Netherlands,NL,NLD,17282163,Europe,17282163
6/10/2020,6,10,2020,4528,21,Netherlands,NL,NLD,17282163,Europe,17282163
5/10/2020,5,10,2020,4579,7,Netherlands,NL,NLD,17282163,Europe,17282163
4/10/2020,4,10,2020,4003,5,Netherlands,NL,NLD,17282163,Europe,17282163
3/10/2020,3,10,2020,3967,21,Netherlands,NL,NLD,17282163,Europe,17282163
2/10/2020,2,10,2020,3825,9,Netherlands,NL,NLD,17282163,Europe,17282163
1/10/2020,1,10,2020,3252,13,Netherlands,NL,NLD,17282163,Europe,17282163
30/9/2020,30,9,2020,3294,13,Netherlands,NL,NLD,17282163,Europe,17282163
29/9/2020,29,9,2020,3011,13,Netherlands,NL,NLD,17282163,Europe,17282163
28/9/2020,28,9,2020,2914,6,Netherlands,NL,NLD,17282163,Europe,17282163
27/9/2020,27,9,2020,2995,8,Netherlands,NL,NLD,17282163,Europe,17282163
26/9/2020,26,9,2020,2713,38,Netherlands,NL,NLD,17282163,Europe,17282163
25/9/2020,25,9,2020,2777,16,Netherlands,NL,NLD,17282163,Europe,17282163
24/9/2020,24,9,2020,2544,16,Netherlands,NL,NLD,17282163,Europe,17282163
23/9/2020,23,9,2020,2357,5,Netherlands,NL,NLD,17282163,Europe,17282163
22/9/2020,22,9,2020,2245,10,Netherlands,NL,NLD,17282163,Europe,17282163
21/9/2020,21,9,2020,2217,2,Netherlands,NL,NLD,17282163,Europe,17282163
20/9/2020,20,9,2020,1844,4,Netherlands,NL,NLD,17282163,Europe,17282163
19/9/2020,19,9,2020,1887,2,Netherlands,NL,NLD,17282163,Europe,17282163
18/9/2020,18,9,2020,1974,7,Netherlands,NL,NLD,17282163,Europe,17282163
17/9/2020,17,9,2020,1753,6,Netherlands,NL,NLD,17282163,Europe,17282163
16/9/2020,16,9,2020,1542,2,Netherlands,NL,NLD,17282163,Europe,17282163
15/9/2020,15,9,2020,1379,2,Netherlands,NL,NLD,17282163,Europe,17282163
14/9/2020,14,9,2020,1300,2,Netherlands,NL,NLD,17282163,Europe,17282163
13/9/2020,13,9,2020,1087,1,Netherlands,NL,NLD,17282163,Europe,17282163
12/9/2020,12,9,2020,1231,1,Netherlands,NL,NLD,17282163,Europe,17282163
11/9/2020,11,9,2020,1270,3,Netherlands,NL,NLD,17282163,Europe,17282163
10/9/2020,10,9,2020,823,3,Netherlands,NL,NLD,17282163,Europe,17282163
9/9/2020,9,9,2020,1140,2,Netherlands,NL,NLD,17282163,Europe,17282163
8/9/2020,8,9,2020,964,1,Netherlands,NL,NLD,17282163,Europe,17282163
7/9/2020,7,9,2020,797,0,Netherlands,NL,NLD,17282163,Europe,17282163
6/9/2020,6,9,2020,925,2,Netherlands,NL,NLD,17282163,Europe,17282163
5/9/2020,5,9,2020,654,4,Netherlands,NL,NLD,17282163,Europe,17282163
4/9/2020,4,9,2020,744,2,Netherlands,NL,NLD,17282163,Europe,17282163
3/9/2020,3,9,2020,601,0,Netherlands,NL,NLD,17282163,Europe,17282163
2/9/2020,2,9,2020,734,5,Netherlands,NL,NLD,17282163,Europe,17282163
1/9/2020,1,9,2020,462,6,Netherlands,NL,NLD,17282163,Europe,17282163
31/8/2020,31,8,2020,527,0,Netherlands,NL,NLD,17282163,Europe,17282163
30/8/2020,30,8,2020,508,0,Netherlands,NL,NLD,17282163,Europe,17282163
29/8/2020,29,8,2020,501,4,Netherlands,NL,NLD,17282163,Europe,17282163
28/8/2020,28,8,2020,507,2,Netherlands,NL,NLD,17282163,Europe,17282163
27/8/2020,27,8,2020,510,3,Netherlands,NL,NLD,17282163,Europe,17282163
26/8/2020,26,8,2020,571,8,Netherlands,NL,NLD,17282163,Europe,17282163
25/8/2020,25,8,2020,415,5,Netherlands,NL,NLD,17282163,Europe,17282163
24/8/2020,24,8,2020,574,2,Netherlands,NL,NLD,17282163,Europe,17282163
23/8/2020,23,8,2020,457,0,Netherlands,NL,NLD,17282163,Europe,17282163
22/8/2020,22,8,2020,508,5,Netherlands,NL,NLD,17282163,Europe,17282163
21/8/2020,21,8,2020,535,4,Netherlands,NL,NLD,17282163,Europe,17282163
20/8/2020,20,8,2020,529,10,Netherlands,NL,NLD,17282163,Europe,17282163
19/8/2020,19,8,2020,552,6,Netherlands,NL,NLD,17282163,Europe,17282163
18/8/2020,18,8,2020,489,3,Netherlands,NL,NLD,17282163,Europe,17282163
17/8/2020,17,8,2020,482,0,Netherlands,NL,NLD,17282163,Europe,17282163
16/8/2020,16,8,2020,507,3,Netherlands,NL,NLD,17282163,Europe,17282163
15/8/2020,15,8,2020,655,2,Netherlands,NL,NLD,17282163,Europe,17282163
14/8/2020,14,8,2020,636,2,Netherlands,NL,NLD,17282163,Europe,17282163
13/8/2020,13,8,2020,577,4,Netherlands,NL,NLD,17282163,Europe,17282163
12/8/2020,12,8,2020,654,2,Netherlands,NL,NLD,17282163,Europe,17282163
11/8/2020,11,8,2020,779,2,Netherlands,NL,NLD,17282163,Europe,17282163
